w,v
10.0,181.57389500000002
20.0,176.122167
30.0,178.462287
40.0,175.790454
50.0,179.68881100000002
60.0,175.97070300000001
70.0,175.83330899999999
80.0,183.463241
90.0,178.833504
100.0,184.426961
110.0,179.462646
120.0,187.627784
130.0,189.573124
140.0,186.75681699999998
150.0,186.37134
160.0,183.959391
170.0,188.011091
180.0,191.42259
190.0,195.50621
200.0,183.750368
210.0,192.06062300000002
220.0,194.297619
230.0,192.00388500000003
240.0,196.03136400000002
250.0,194.071058
260.0,186.59672899999998
270.0,192.026001
280.0,186.81703
290.0,192.643954
300.0,191.370687
310.0,189.42230500000002
320.0,196.595381
330.0,198.381765
340.0,190.34273299999998
350.0,191.82755200000003
