w,v
10.0,180.10210800000002
20.0,173.950441
30.0,170.155286
40.0,177.476526
50.0,181.32135499999998
60.0,175.707644
70.0,184.828278
80.0,181.303786
90.0,188.13070000000002
100.0,188.637044
110.0,186.018131
120.0,180.260981
130.0,193.02224700000002
140.0,186.89069999999998
150.0,190.65416800000003
160.0,184.96492800000001
170.0,190.418499
180.0,184.41901199999998
190.0,184.208227
200.0,191.25645
210.0,195.471044
220.0,195.001747
230.0,184.555207
240.0,196.711612
250.0,194.091316
260.0,192.765164
270.0,192.307068
280.0,196.573748
290.0,191.900344
300.0,192.33264
310.0,190.746505
320.0,188.590525
330.0,194.762709
340.0,192.143017
350.0,193.03481299999999
