w,v
10.0,188.784895
20.0,174.425002
30.0,178.98631400000002
40.0,182.951889
50.0,180.08728
60.0,190.832999
70.0,186.067363
80.0,192.408305
90.0,193.605102
100.0,191.875075
110.0,193.716475
120.0,184.184137
130.0,191.339304
140.0,199.74378000000002
150.0,196.258503
160.0,196.169849
170.0,191.473464
180.0,200.253685
190.0,206.738247
200.0,196.358675
210.0,189.943625
220.0,197.79475
230.0,195.680068
240.0,191.233554
250.0,201.053034
260.0,202.727911
270.0,195.230311
280.0,7.731210040000001
290.0,206.38053200000002
300.0,195.23760000000001
310.0,192.986515
320.0,189.89495200000002
330.0,190.453233
340.0,7.10642306
350.0,6.2972557
