w,v
10.0,150.561946
20.0,143.561922
30.0,151.667763
40.0,153.74094499999998
50.0,154.97777200000002
60.0,149.303204
70.0,152.809253
80.0,156.109775
90.0,152.626836
100.0,155.983083
110.0,162.515139
120.0,158.644463
130.0,6.968193
140.0,157.432928
150.0,156.60032199999998
160.0,156.48989
170.0,160.878716
180.0,165.746018
190.0,166.40385999999998
200.0,159.144722
210.0,165.165134
220.0,163.57458
230.0,165.30241700000002
240.0,161.965791
250.0,167.028614
260.0,171.709316
270.0,169.603366
280.0,168.392117
290.0,169.035405
300.0,170.26833399999998
310.0,166.079631
320.0,167.649105
330.0,161.567136
340.0,162.34781
350.0,153.684808
