w,v
10.0,168.48954799999998
20.0,182.45952400000002
30.0,181.784325
40.0,179.77188999999998
50.0,191.63000599999998
60.0,190.26449100000002
70.0,180.148311
80.0,188.03663
90.0,193.737671
100.0,185.692852
110.0,191.483032
120.0,188.81879600000002
130.0,12.316532200000001
140.0,4.5509601
150.0,198.00719
160.0,197.472521
170.0,6.39148991
180.0,194.19314400000002
190.0,198.56740200000002
200.0,199.537459
210.0,6.0966835999999995
220.0,200.342269
230.0,190.830315
240.0,202.34395899999998
250.0,204.410605
260.0,203.713236
270.0,198.733667
280.0,195.553986
290.0,205.09089
300.0,6.22339455
310.0,202.988315
320.0,197.715307
330.0,201.094945
340.0,197.201085
350.0,201.23322299999998
