w,v
10.0,173.814051
20.0,180.825201
30.0,179.968453
40.0,175.931409
50.0,174.43999
60.0,184.83602299999998
70.0,183.210357
80.0,179.541672
90.0,178.695941
100.0,185.136069
110.0,186.592073
120.0,191.274089
130.0,195.084539
140.0,195.120496
150.0,194.496348
160.0,199.138015
170.0,192.45746
180.0,195.437103
190.0,196.162643
200.0,199.528457
210.0,192.09108799999998
220.0,190.68469199999998
230.0,192.314943
240.0,193.73510299999998
250.0,196.112621
260.0,201.044205
270.0,199.404524
280.0,207.329269
290.0,195.916845
300.0,200.84244
310.0,199.681645
320.0,203.99102
330.0,193.234903
340.0,204.19768
350.0,198.998199
