w,v
10.0,167.288063
20.0,168.71827100000002
30.0,179.316959
40.0,176.354919
50.0,161.44368
60.0,179.488508
70.0,175.274742
80.0,184.31750399999999
90.0,180.600652
100.0,179.727362
110.0,183.85416800000002
120.0,185.876687
130.0,192.839157
140.0,186.40643
150.0,190.80796899999999
160.0,191.853463
170.0,193.93453699999998
180.0,187.12500400000002
190.0,194.75036300000002
200.0,182.972462
210.0,200.184814
220.0,196.58142
230.0,196.625246
240.0,188.985646
250.0,188.755982
260.0,185.69745200000003
270.0,193.91977899999998
280.0,198.198829
290.0,197.141771
300.0,193.144443
310.0,201.576798
320.0,195.179782
330.0,191.726644
340.0,197.36780100000001
350.0,190.119001
