w,v
10.0,180.90679500000002
20.0,130.12902400000002
30.0,180.85862899999998
40.0,179.34687499999998
50.0,183.364428
60.0,184.48405200000002
70.0,182.523286
80.0,188.476297
90.0,192.349833
100.0,186.475381
110.0,194.520336
120.0,189.07170100000002
130.0,193.354685
140.0,194.13621799999999
150.0,191.55645199999998
160.0,189.50563200000002
170.0,200.768338
180.0,197.48283999999998
190.0,194.689243
200.0,203.107934
210.0,196.732458
220.0,205.570968
230.0,204.31265100000002
240.0,201.80492
250.0,202.97599699999998
260.0,194.57575899999998
270.0,200.13134499999998
280.0,202.623597
290.0,201.221864
300.0,199.76415599999999
310.0,185.794495
320.0,171.49925399999998
330.0,199.679944
340.0,202.01865899999999
350.0,200.786089
