w,v
10.0,167.464853
20.0,175.47437900000003
30.0,167.893541
40.0,177.616424
50.0,170.052753
60.0,175.550592
70.0,181.48187
80.0,184.00643499999998
90.0,176.285897
100.0,182.8917
110.0,179.129393
120.0,179.02283699999998
130.0,186.731637
140.0,181.30723400000002
150.0,184.41865700000002
160.0,187.614924
170.0,188.408339
180.0,191.602565
190.0,178.776782
200.0,187.659889
210.0,191.131059
220.0,184.47377500000002
230.0,190.098371
240.0,187.288217
250.0,185.389613
260.0,190.00866399999998
270.0,196.936222
280.0,186.531155
290.0,190.815492
300.0,184.629218
310.0,191.13827799999999
320.0,192.51137500000002
330.0,194.383991
340.0,185.951061
350.0,188.542411
