w,v
10.0,171.80893
20.0,270.23267400000003
30.0,282.183366
40.0,285.652329
50.0,294.325992
60.0,298.626115
70.0,321.34763
80.0,309.34173300000003
90.0,327.10942
100.0,327.794682
110.0,339.440696
120.0,339.23913
130.0,350.999568
140.0,352.595885
150.0,340.08020799999997
160.0,352.21595
170.0,348.94079300000004
180.0,357.828511
190.0,359.315607
200.0,359.70833400000004
210.0,362.090219
220.0,361.06806800000004
230.0,355.787315
240.0,362.882991
250.0,350.283971
260.0,341.61046699999997
270.0,344.50311700000003
280.0,339.82987199999997
290.0,339.06974099999996
300.0,329.968539
310.0,323.45908000000003
320.0,323.671978
330.0,333.949051
340.0,312.34162
350.0,306.085903
