w,v
10.0,275.26929700000005
20.0,275.132922
30.0,278.90276200000005
40.0,279.75127399999997
50.0,281.708805
60.0,299.857229
70.0,309.339009
80.0,177.250104
90.0,327.174351
100.0,328.449942
110.0,336.70635100000004
120.0,359.740669
130.0,366.85805
140.0,359.911064
150.0,347.265444
160.0,347.788043
170.0,344.918219
180.0,341.387403
190.0,354.18451
200.0,362.396969
210.0,337.268051
220.0,337.45493799999997
230.0,350.835773
240.0,353.25069599999995
250.0,347.379192
260.0,350.145677
270.0,336.83090300000003
280.0,348.076037
290.0,345.579471
300.0,339.024977
310.0,326.94674000000003
320.0,343.721687
330.0,343.34516399999995
340.0,348.26998799999996
350.0,336.889863
