w,v
10.0,190.35099
20.0,113.98427099999999
30.0,212.710797
40.0,195.980794
50.0,234.42284999999998
60.0,234.861672
70.0,242.649137
80.0,250.89635700000002
90.0,251.134173
100.0,258.718099
110.0,262.120229
120.0,260.15556
130.0,268.781507
140.0,189.316447
150.0,276.536517
160.0,280.694765
170.0,283.484982
180.0,280.828417
190.0,276.692567
200.0,281.040075
210.0,279.106356
220.0,278.16289900000004
230.0,285.095526
240.0,278.62891099999996
250.0,276.995161
260.0,273.571361
270.0,276.83012099999996
280.0,267.541804
290.0,268.180627
300.0,144.02641799999998
310.0,260.719356
320.0,257.661066
330.0,253.567449
340.0,239.75986899999998
350.0,217.25129900000002
