w,v
10.0,252.521681
20.0,278.13241999999997
30.0,260.161763
40.0,289.215253
50.0,297.670412
60.0,301.253215
70.0,311.821799
80.0,323.285391
90.0,309.483949
100.0,331.64345499999996
110.0,358.369007
120.0,338.74485300000003
130.0,342.57326
140.0,355.31206
150.0,367.393499
160.0,351.791926
170.0,355.130874
180.0,344.428682
190.0,350.954639
200.0,340.60675899999995
210.0,344.05786900000004
220.0,338.24065800000005
230.0,350.03659999999996
240.0,346.49674200000004
250.0,350.034328
260.0,349.947749
270.0,361.12764400000003
280.0,348.204006
290.0,338.866925
300.0,344.630028
310.0,352.69415399999997
320.0,368.912662
330.0,354.19973500000003
340.0,344.909245
350.0,337.358895
