w,v
10.0,250.843568
20.0,250.16484700000004
30.0,252.00581
40.0,261.281152
50.0,266.020713
60.0,141.69216300000002
70.0,280.371467
80.0,288.512466
90.0,285.350644
100.0,302.16366700000003
110.0,302.824054
120.0,311.301793
130.0,315.902531
140.0,311.331562
150.0,324.099443
160.0,325.13068699999997
170.0,332.044279
180.0,330.51737199999997
190.0,328.54112299999997
200.0,332.944662
210.0,336.694814
220.0,340.54047599999996
230.0,337.224442
240.0,331.892605
250.0,330.437661
260.0,327.388741
270.0,329.678146
280.0,323.71997000000005
290.0,316.62701
300.0,319.40299300000004
310.0,318.45924399999996
320.0,314.127048
330.0,297.624931
340.0,294.53407799999997
350.0,289.969143
