w,v
10.0,128.665741
20.0,231.14786900000001
30.0,230.662999
40.0,233.63625399999998
50.0,238.387067
60.0,248.76079000000001
70.0,259.813506
80.0,257.01016599999997
90.0,266.22585399999997
100.0,292.607254
110.0,295.550551
120.0,302.925424
130.0,261.58484
140.0,311.560788
150.0,305.991397
160.0,305.78526
170.0,299.31869700000004
180.0,309.50284700000003
190.0,309.464128
200.0,298.445536
210.0,289.88919000000004
220.0,303.479036
230.0,302.450871
240.0,316.754169
250.0,299.193905
260.0,301.430723
270.0,292.625156
280.0,303.399551
290.0,296.345172
300.0,293.667009
310.0,289.504617
320.0,294.843289
330.0,156.20048
340.0,299.535246
350.0,284.861945
