w,v
10.0,263.525028
20.0,269.982514
30.0,271.494482
40.0,283.529079
50.0,290.833073
60.0,304.182897
70.0,299.72655599999996
80.0,306.696196
90.0,317.133078
100.0,329.235842
110.0,329.934075
120.0,331.23562499999997
130.0,349.953248
140.0,341.180842
150.0,349.939139
160.0,354.291722
170.0,358.922254
180.0,368.772729
190.0,360.389008
200.0,364.229838
210.0,369.461206
220.0,364.798596
230.0,361.132171
240.0,371.34121700000003
250.0,353.52180500000003
260.0,355.268782
270.0,342.474152
280.0,343.986091
290.0,337.017593
300.0,331.264148
310.0,322.163215
320.0,310.21932200000003
330.0,324.877042
340.0,301.085731
350.0,298.20306400000004
