w,v
10.0,261.62763
20.0,278.33943999999997
30.0,281.040436
40.0,284.35031
50.0,301.609053
60.0,309.805868
70.0,307.617278
80.0,330.977098
90.0,325.12399400000004
100.0,333.355052
110.0,342.330846
120.0,335.059065
130.0,339.829548
140.0,353.804974
150.0,355.053931
160.0,361.58277599999997
170.0,357.235056
180.0,530.810618
190.0,352.621485
200.0,353.61094599999996
210.0,353.26171899999997
220.0,349.44875399999995
230.0,342.854013
240.0,347.17832500000003
250.0,353.630539
260.0,336.38906099999997
270.0,342.367867
280.0,349.375709
290.0,337.092483
300.0,326.812565
310.0,330.157073
320.0,320.467363
330.0,320.46301300000005
340.0,324.31555000000003
350.0,295.403654
