w,v
10.0,15.511140300000001
20.0,112.266642
30.0,227.41284000000002
40.0,227.18771600000002
50.0,229.422233
60.0,242.65797
70.0,244.460485
80.0,250.652039
90.0,256.912118
100.0,267.32890599999996
110.0,279.157825
120.0,205.395639
130.0,287.262821
140.0,293.016104
150.0,297.87802000000005
160.0,288.565223
170.0,282.196738
180.0,291.02342799999997
190.0,311.774876
200.0,298.252688
210.0,309.595032
220.0,311.736801
230.0,295.355902
240.0,296.770126
250.0,291.064416
260.0,294.906386
270.0,300.899782
280.0,296.01171999999997
290.0,299.367433
300.0,274.885225
310.0,277.586139
320.0,284.689784
330.0,276.818849
340.0,5.07716159
350.0,151.468212
