w,v
10.0,260.38505699999996
20.0,263.01236900000004
30.0,283.731178
40.0,293.82942099999997
50.0,293.91987200000005
60.0,299.867342
70.0,322.659783
80.0,329.58952200000004
90.0,331.276361
100.0,331.203866
110.0,340.73613
120.0,339.486067
130.0,341.757992
140.0,344.72580400000004
150.0,357.888007
160.0,353.088935
170.0,355.700631
180.0,359.02607600000005
190.0,351.057063
200.0,343.277246
210.0,348.227475
220.0,342.684205
230.0,342.24647600000003
240.0,349.867293
250.0,358.011968
260.0,341.528672
270.0,343.709464
280.0,340.70901
290.0,346.470943
300.0,346.243794
310.0,358.08398200000005
320.0,285.188627
330.0,331.93692000000004
340.0,343.15484299999997
350.0,327.064854
